barkod,miktar,markalar,alerjenler,eser_miktarlar,icerik_sayisi,nutriscore_notu,nova_grubu,yesil_skor_notu,palmiye_yagi_icermez,vejetaryen,vegan_durumu,enerji_kcal,yag_g,doymus_yag_g,karbonhidrat_g,seker_g,lif_g,protein_g,tuz_g,alkol_yuzde,meyve_sebze_baklagil_yuzde,birim,kategori_listesi,etiketler_listesi
3329770089464,480.0,yoplait,['Milk'],[],15.0,A,4.0,B,True,,no,76.0,0.5,0.200000002980232,10.3000001907349,9.39999961853027,,7.80000019073486,0.137795276177211,,0.45,g,"['Dairies', 'Fermented foods', 'Fermented milk products', 'Desserts', 'Dairy desserts', 'Fermented dairy desserts', 'Yogurts']","['Nutriscore', 'Nutriscore Grade A']"
4056489964599,,crownfield,[],[],1.0,A,1.0,B,True,True,yes,369.0,6.9,1.3,59.6,1.1,10.4,12.0,0.025,,,,"['Plant-based foods and beverages', 'Plant-based foods', 'Breakfasts', 'Cereals and potatoes', 'Cereals and their products', 'Breakfast cereals', 'Flakes', 'Cereal flakes', 'Rolled flakes', 'Rolled oats']","['Green Dot', 'Nutriscore', 'Nutriscore Grade A']"
8710398529657,400.0,cruesli,"['Gluten', 'Nuts']","['Milk', 'Nuts']",12.0,A,4.0,B,True,True,yes,439.0,19.0,2.20000004768372,47.0,3.5,20.0,9.1,0.09,,0.0,gram,"['Plant-based foods and beverages', 'Plant-based foods', 'Breakfasts', 'Cereals and potatoes', 'Cereals and their products', 'Breakfast cereals', 'Mueslis']","['Vegetarian', 'Vegan', 'Nutriscore', 'Nutriscore Grade A']"
3560071533298,500.0,carrefour,"['Eggs', 'Gluten']","['Mustard', 'Soybeans']",2.0,A,1.0,,True,True,no,346.0,1.4,0.4,61.0,3.0,2.5,21.0,0.4,,,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Pastas']","['Source of proteins', 'High proteins', 'Nutriscore', 'Nutriscore Grade A']"
5601312109044,500.0,continente equilíbrio,['Peanuts'],[],1.0,A,1.0,E,True,True,yes,620.0,50.1,5.9,10.9,5.8,8.3,27.0,0.04,,0.0,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Legumes and their products', 'Spreads', 'Nuts and their products', 'Plant-based spreads', 'Oilseed purees', 'Legume butters', 'Nut butters', 'Peanut butters']","['Source of fibre', 'High fibres', 'ISO 9001', 'No added sugar', 'pt:Fonte de proteína']"
4335619129115,200.0,belbake,[],[],1.0,A,,E,False,True,yes,613.0,52.5,4.0,8.8,4.6,9.9,21.4,0.05,,0.0,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Nuts and their products', 'Nuts', 'Almonds', 'nl:AmandelMeel']",[]
3660992022915,500.0,prix mini,[],[],,A,,E,,,,575.0,49.0,3.7,22.0,3.9,12.0,21.0,0.01,0.0,,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Nuts and their products', 'Nuts', 'Almonds', 'Shelled nuts', 'Shelled almonds']","['Nutriscore', 'Nutriscore Grade A', 'Triman']"
4337256871631,500.0,rewe,['Soybeans'],[],4.0,A,3.0,A,True,True,yes,49.0,2.9,0.5,1.0,0.0,0.5,4.4,0.1,,,g,"['Plant-based foods and beverages', 'Fermented foods', 'Dairy substitutes', 'Desserts', 'Vegan products', 'Non-dairy desserts', 'Non-dairy fermented foods', 'Non-dairy yogurts', 'Soy milk yogurts', 'Plain soy yogurts']","['Vegetarian', 'Organic', 'Vegan', 'Naturland', 'Nutriscore', 'Nutriscore Grade A', 'V-Label International', 'V-Label International Vegan']"
3017800517635,400.0,d'aucy,[],['Gluten'],18.0,A,4.0,,True,,maybe,65.0,1.7,0.3,7.5,2.0,2.6,3.6,0.86,,,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Fruits and vegetables based foods', 'Vegetable-based foods and beverages', 'Canned foods', 'Vegetables based foods', 'Canned plant-based foods', 'Canned vegetables', 'fr:Légumes cuisinés en conserve']",[]
3230890018411,200.0,le gaulois,"['Eggs', 'Gluten']","['Celery', 'Milk', 'Mustard', 'Soybeans']",23.0,A,4.0,B,True,,no,280.0,16.0,1.6,8.6,2.9,2.6,24.0,0.9825,,,g,"['Meat alternatives', 'Meat analogues', 'Vegetarian patties']","['Nutriscore', 'Nutriscore Grade A', 'Nutriscore Grade B']"
3154230816997,170.0,herta,[],[],17.0,A,4.0,E,True,False,no,105.0,2.35294117647059,1.41176470588235,0.0,,,20.9411764705882,0.0045294117647058,,,g,"['Meats and their products', 'Pork and its products', 'Prepared meats', 'Hams', 'Prepared pork meats', 'White hams']","['French meat', 'French pork', 'Made in France']"
20201456,200.0,ardilla,['Nuts'],['Nuts'],14.0,A,,,False,True,yes,708.0,67.7,6.7,5.4,2.4,5.0,16.8,0.03,0.0,,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Nuts and their products', 'Nuts', 'Walnuts']","['German Agricultural Society', 'Silver medal of the German Agricultural Society', '2023 Silver medal of the German Agricultural Society']"
5013683305442,396.0,cauldron,['Soybeans'],[],4.0,A,4.0,A,True,True,yes,118.0,7.1,1.2,1.0,0.7,1.9,13.0,0.03,,,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Legumes and their products', 'Meat alternatives', 'Meat analogues', 'Tofu', 'Plain tofu']","['No gluten', 'Organic', 'Vegetarian', 'EU Organic', 'Non-EU Agriculture', 'Source of proteins', 'Vegan', 'Do not freeze', 'EU Agriculture', 'EU/non-EU Agriculture', 'High in calcium', 'High proteins', 'NL-BIO-01', 'Soil Association Organic', 'Vegetarian Society Approved', 'Vegetarian Society Approved Vegan']"
4000405005217,180.0,rügenwalder mühle,['Soybeans'],['Gluten'],9.0,A,4.0,B,True,True,yes,105.0,1.5,0.1,2.0,0.0,5.7,18.0,1.8,,,g,"['Meat alternatives', 'Meat analogues', 'Meat analogues from soy or wheat proteins', 'Fleisch-Ersatzprodukte', 'Pflanzliche Lebensmittel', 'Pflanzliche Lebensmittel und Getränke']","['Low or no sugar', 'Vegetarian', 'Source of proteins', 'Vegan', 'European Vegetarian Union', 'European Vegetarian Union Vegan', 'Green Dot', 'High proteins', 'Institut Fresenius', 'No flavour enhancer', 'Rich in polyunsaturated fatty acids']"
3017800016862,220.0,d'aucy,[],[],4.0,A,3.0,A,True,True,yes,24.0,0.2,0.0,2.3,0.7,2.9,1.8,0.46,0.0,,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Fruits and vegetables based foods', 'Legumes and their products', 'Canned foods', 'Legumes', 'Vegetables based foods', 'Canned plant-based foods', 'Vegetables', 'Canned vegetables', 'Green beans', 'Canned legumes', 'Canned green beans']","['Vegetarian', 'No preservatives', 'fr:Fruits et Légumes de France', 'Grown in France', 'Made in France', 'Nutriscore', 'Nutriscore Grade A', 'fr:A']"
8410505272017,570.0,luengo,['Sulphur dioxide and sulphites'],[],6.0,A,3.0,B,True,True,yes,95.0,1.9,0.3,12.0,0.0,5.4,5.4,0.53,,,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Legumes and their products', 'Canned foods', 'Legumes', 'Seeds', 'Canned plant-based foods', 'Legume seeds', 'Pulses', 'Chickpeas', 'Canned legumes', 'Canned chickpeas']",['Green Dot']
8480000183118,90.0,hacendado,['Fish'],[],2.0,A,3.0,E,True,False,no,202.0,11.0,2.9,0.5,0.0,,24.0,0.295,,,g,"['Seafood', 'Fishes and their products', 'Canned foods', 'Fishes', 'Fatty fishes', 'Canned fishes', 'Fish fillets', 'Mackerels', 'Mackerel fillets', 'Tinned Mackerels']",[]
42287971,1.5,naturalis,[],[],1.0,A,,,False,True,yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001925,0.0,,l,"['Beverages and beverages preparations', 'Beverages', 'Waters', 'Spring waters', 'Mineral waters', 'Natural mineral waters', 'Non-carbonated natural mineral waters']","['German Agricultural Society', 'Gold medal of the German Agricultural Society', '2018 Gold medal of the German Agricultural Society']"
3174061051114,630.0,valade,[],[],3.0,A,1.0,A,True,,maybe,59.0,0.6,0.2,12.0,10.3,1.2974,0.5,0.01,,99.8,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Fruits and vegetables based foods', 'Desserts', 'Fruits based foods', 'Compotes', 'Apple compotes']","['Organic', 'EU Organic', 'Made in France', 'No added sugar', 'Nutriscore', 'Nutriscore Grade A', 'AB Agriculture Biologique']"
4056489123972,500.0,grafschafter,"['Gluten', 'Sesame seeds']","['Lupin', 'Mustard', 'Soybeans']",16.0,A,3.0,A,True,True,yes,256.0,5.5,0.5,40.0,3.0,6.4,8.3,1.0,,0.0,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Cereals and potatoes', 'Breads', 'Sliced breads', 'Pflanzliche-lebensmittel-und-getränke']","['Vegetarian', 'Vegan', 'European Vegetarian Union', 'European Vegetarian Union Vegan', 'Nutriscore', 'Nutriscore Grade A']"
3259011194278,200.0,soy,['Gluten'],"['Celery', 'Eggs', 'Lupin', 'Milk', 'Mustard', 'Nuts', 'Sesame seeds', 'Soybeans']",17.0,A,4.0,A,True,True,yes,199.0,7.0,0.8,18.0,1.5,3.8,14.0,1.0,,,g,"['Meat alternatives', 'Vegetarian patties', 'Seitan patties']","['Vegetarian', 'Organic', 'Certified by Ecocert', 'EU Organic', 'Vegan', 'Green Dot', 'Made in France', 'No palm oil', 'Nutriscore', 'Nutriscore Grade A', 'AB Agriculture Biologique']"
3255691007655,340.0,rochefontaine,[],[],3.0,A,3.0,A,True,True,yes,16.0,0.2,0.0,1.5,0.8,2.0,1.1,0.8,,,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Fruits and vegetables based foods', 'Legumes and their products', 'Canned foods', 'Legumes', 'Vegetables based foods', 'Canned plant-based foods', 'Vegetables', 'Canned vegetables', 'Green beans', 'Canned legumes', 'Canned green beans']","['Organic', 'EU Organic', 'No preservatives', 'Non-EU Agriculture', 'Source of fibre', 'FR-BIO-01', 'Green Dot', 'High fibres', 'MG-BIO-154', 'AB Agriculture Biologique', 'fr:Eco-emballages']"
3410280020594,1000.0,chabrior,"['Eggs', 'Gluten', 'Sesame seeds', 'Soybeans', 'fr:avoine-ou-hybrides-et-produits-a-base-de-ces-cereales', 'fr:et-produits-a-base-de-ces-cereales']","['Eggs', 'Gluten', 'Sesame seeds', 'Soybeans']",1.0,A,1.0,A,True,True,yes,354.0,1.0,0.2,71.0,1.9,2.7,10.0,0.01,,,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Cereals and potatoes', 'Cereals and their products', 'Flours', 'Cereal flours', 'Wheat flours', 'Common wheat flours', 'White wheat flours', 'Wheat flour type 55 for bread', 'fr:Autres produits']","['Nutriscore', 'Nutriscore Grade A', 'Triman']"
20004088,230.0,freshona,[],[],7.0,A,3.0,D,True,True,yes,18.0,0.4,0.1,0.9,0.4,2.1,1.7,0.24,,85.4786990380211,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Fruits and vegetables based foods', 'Canned foods', 'Vegetables based foods', 'Canned plant-based foods', 'Mushrooms and their products', 'Mushrooms', 'Canned mushrooms', 'Champignon mushrooms', 'Canned champignon mushrooms', 'Canned whole champignon mushrooms']","['Nutriscore', 'Nutriscore Grade A']"
3256225735808,93.0,u,['Fish'],[],5.0,A,3.0,D,True,False,no,118.0,1.5,0.8,0.0,0.0,0.0,26.0,1.2,,0.0,g,"['Seafood', 'Fishes and their products', 'Canned foods', 'Fishes', 'Fatty fishes', 'Canned fishes', 'Tunas', 'Canned tunas', 'Tunas in brine']","['Sustainable', 'Fishing method', 'Sustainable fishery', 'Sustainable fishing method', 'Angled fish', 'Fishing of a well-managed species', 'Nutriscore', 'Nutriscore Grade B']"
3248830690214,300.0,ww,"['Eggs', 'Gluten', 'Milk']","['Celery', 'Crustaceans', 'Fish', 'Molluscs', 'Mustard', 'Soybeans']",34.0,A,3.0,,False,False,no,75.0,2.0,1.0,8.0,2.0,1.0,4.0,0.74,,,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Fruits and vegetables based foods', 'Meals', 'Rice dishes', 'Microwave meals', 'Bulgur dishes']","['Low or no fat', 'Low fat', 'French meat', 'No preservatives', 'French pork', 'No added sugar', 'No colorings', 'Nutriscore', 'Nutriscore Grade A']"
8010265645207,,kellogg's,['Gluten'],[],13.0,A,3.0,D,True,,maybe,334.0,3.5,0.7,48.0,18.0,27.0,14.0,0.0,,0.0,,"['Plant-based foods and beverages', 'Plant-based foods', 'Breakfasts', 'Cereals and potatoes', 'Cereals and their products', 'Breakfast cereals']","['Kosher', 'No artificial flavors', 'No artificial colors', 'No artificial colours or flavours', 'Triman']"
5000169603550,,waitrose,[],[],14.0,A,3.0,A,True,True,yes,87.0,1.1,0.0,14.0,4.4,3.7,4.6,0.53,,,,"['Plant-based foods and beverages', 'Plant-based foods', 'Prepared vegetables', 'Baked beans in tomato sauce']",[]
4311596458097,200.0,07x netto 03.25,['Nuts'],"['Nuts', 'Peanuts']",1.0,A,1.0,D,True,True,yes,730.0,71.2,6.9,4.3,2.7,4.5,15.8,0.0,,,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Nuts and their products', 'Nuts', 'Walnuts']","['Nutriscore', 'Nutriscore Grade A']"
5052909896579,500.0,tesco,[],[],1.0,A,1.0,A,False,True,yes,60.0,0.4,0.1,7.7,0.0,0.4,6.4,0.1275,,0.0,,"['Dairies', 'Fermented foods', 'Fermented milk products', 'Desserts', 'Dairy desserts', 'Fermented dairy desserts', 'Yogurts', 'Greek-style yogurts']",[]
3068111454232,1.5,francine,"['Eggs', 'Gluten']","['Milk', 'Nuts', 'Sesame seeds', 'Soybeans']",5.0,A,4.0,A,True,,maybe,337.0,1.2,0.2,67.2,0.7,3.9,12.4,0.01,,,kg,"['Plant-based foods and beverages', 'Plant-based foods', 'Flours', 'fr:Farines pâtissières']","['Triman', 'fr:Origine blés de France']"
8076800105988,1000.0,barilla,['Gluten'],['Soybeans'],2.0,A,1.0,A,True,True,yes,359.0,2.0,0.5,71.2,3.5,3.0,12.5,0.01,,0.0,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Cereals and potatoes', 'Cereals and their products', 'Pastas', 'Cereal pastas', 'Noodles', 'Dry pastas', 'Durum wheat pasta', 'Fusilli']",['Triman']
3564700004845,265.0,marque repère,[],[],7.0,A,3.0,A,True,True,yes,39.0,0.5,0.1,4.9,1.0,4.3,2.7,0.55,,,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Fruits and vegetables based foods', 'Snacks', 'Canned foods', 'Salty snacks', 'Vegetables based foods', 'Appetizers', 'Canned plant-based foods', 'Meals', 'Canned vegetables', 'Prepared vegetables', 'Cold starters', 'Vegetables macedoines', 'Canned-drained-diced-mixed-vegetables']","['fr:Fruits et Légumes de France', 'Nutriscore', 'Nutriscore Grade A', 'Triman', 'fr:Acier recyclable']"
3256227111259,800.0,u,['Mustard'],"['Celery', 'Eggs', 'Gluten', 'Milk', 'Nuts', 'Peanuts', 'Soybeans']",19.0,A,4.0,A,True,True,maybe,71.0,4.0,0.3,6.3,5.4,3.0,0.9,0.58,,81.6,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Fruits and vegetables based foods', 'Vegetables based foods', 'Meals', 'Vegetables', 'Prepared vegetables', 'Carrots', 'Carrot salads', 'Grated carrots', 'Seasoned grated carrots', 'Salads']","['No artificial flavors', 'Nutriscore', 'Nutriscore Grade A', 'Transformed in France']"
5690527904001,170.0,ísey,['Milk'],[],3.0,A,1.0,A,True,,no,61.0,0.2,0.1,3.7,0.0,,11.0,0.0775,,,g,"['Dairies', 'Fermented foods', 'Fermented milk products', 'Desserts', 'Dairy desserts', 'Fermented dairy desserts', 'Fromages blancs - petit suisses and skyr', 'Plain fermented dairy desserts', 'Skyrs', 'Plain skyrs']","['Low or no fat', 'No gluten', 'Source of proteins', 'High proteins', 'No fat', 'Nutriscore', 'Nutriscore Grade A']"
5000119004000,1.5,tesco,['Gluten'],[],6.0,A,1.0,A,True,True,yes,357.0,1.7,0.3,73.5,0.0,3.8,9.9,0.1,,,kg,"['Plant-based foods and beverages', 'Plant-based foods', 'Cereals and potatoes', 'Cereals and their products', 'Flours', 'Cereal flours', 'Wheat flours', 'White wheat flours']","['Vegetarian', 'Vegan', 'Assured Food Standards', 'Contains gluten']"
3564707103534,500.0,bio village,[],[],4.0,A,1.0,A,True,True,yes,24.0,0.5,0.0,4.0,3.5,1.5,1.3,0.02,,,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Fruits and vegetables based foods', 'Vegetables based foods', 'Frozen foods', 'Tomatoes and their products', 'Tomato pulps', 'Strained tomatoes']","['Organic', 'EU Organic', 'IT-BIO-004', 'Made in Italy', 'Nutriscore', 'Nutriscore Grade A', 'AB Agriculture Biologique']"
4250241204231,15.0,iglo,['Gluten'],[],18.0,A,3.0,,True,True,yes,933.0,38.5964912280702,2.80701754385965,122.80701754386,13.6842105263158,12.6315789473684,17.5438596491228,4.21052631578947,,,stück,"['Plant-based foods and beverages', 'Plant-based foods', 'Fruits and vegetables based foods', 'Vegetables based foods', 'Frozen foods', 'Frozen plant-based foods', 'Frozen vegetables', 'Breaded products']","['Vegetarian', 'Vegan', 'Green Dot', 'No flavour enhancer', 'Nutriscore', 'Nutriscore Grade B', 'PEFC', 'Rich in vitamin A']"
3273120022918,375.0,celnat,"['Gluten', 'Nuts', 'Sesame seeds', 'fr:ble-khorasan-kamut', 'fr:avoine']","['Nuts', 'Soybeans']",18.0,A,4.0,A,True,True,yes,384.0,8.7,1.3,58.0,12.0,11.0,13.0,0.15,,21.75,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Breakfasts', 'Cereals and potatoes', 'Cereals and their products', 'Breakfast cereals', 'Cereals with fruits', 'Mueslis', 'Mueslis with fruits']","['Organic', 'EU Organic', 'Non-EU Agriculture', 'Not advised for specific people', 'EU Agriculture', 'EU/non-EU Agriculture', 'FR-BIO-01', 'Not recommended for children under 3 years', 'AB Agriculture Biologique', 'Triman']"
5054070479155,6.0,asda,['Gluten'],[],8.0,A,3.0,A,True,True,yes,241.0,1.2,0.2,42.0,2.8,9.7,10.0,0.58,,,,"['Plant-based foods and beverages', 'Plant-based foods', 'Cereals and potatoes', 'Cereals and their products', 'Breads', 'Flatbreads', 'Special breads', 'Pitas']","['Source of fibre', 'High fibres']"
3250390000938,400.0,les mousquetaires,[],['Celery'],8.0,A,3.0,A,True,True,yes,39.0,0.0,0.0,4.8,1.5,3.6,2.3,0.53,,,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Fruits and vegetables based foods', 'Snacks', 'Vegetable-based foods and beverages', 'Canned foods', 'Meals', 'Salty snacks', 'Vegetables based foods', 'Appetizers', 'Canned plant-based foods', 'Canned vegetables', 'Prepared vegetables', 'Cold starters', 'Canned diced mixed vegetables', 'Vegetables macedoines', 'Canned-drained-diced-mixed-vegetables', 'fr:Autres produits']","['Distributor labels', 'Nutriscore', 'Nutriscore Grade A', 'fr:Sélection Intermarché', 'Triman']"
3760095951133,400.0,perle du nord,[],[],1.0,A,1.0,,True,True,yes,,,,,,,,,,,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Fruits and vegetables based foods', 'Vegetables based foods', 'Vegetables', 'Fresh foods', 'Fresh plant-based foods', 'Leaf vegetables', 'Sprouts', 'Fresh vegetables', 'Belgian endives', 'Fresh Belgian endives', 'Green endive']","['fr:Origine France', ""fr:Saveurs en'Or"", 'Triman', 'fr:Cooperative-d-endive', 'fr:Preserve-l-emploi-rural']"
3760151011047,3.0,dukan,"['Eggs', 'Gluten', 'Milk']","['Nuts', 'Sesame seeds', 'Soybeans', 'Gluten']",15.0,A,4.0,B,True,,no,389.0,15.0,5.0,45.0,2.4,5.7,17.0,0.16,,,biscuits,"['Snacks', 'Sweet snacks', 'Biscuits and cakes', 'Biscuits']","['Nutriscore', 'Nutriscore Grade A']"
20593896,250.0,aqualand,['Fish'],[],3.0,A,,E,False,False,no,179.0,11.0,1.9,0.5,0.5,,20.0,0.15,,,,"['Seafood', 'Fishes and their products', 'Fishes', 'Fatty fishes', 'Smoked fishes', 'Trouts', 'Smoked trouts', 'fr:Pavés de truite']","['Fed without GMOs', 'No GMOs', 'Green Dot', 'Nutriscore', 'Nutriscore Grade A']"
8480017269959,1.5,dia,[],[],1.0,A,1.0,,True,True,yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,l,"['Beverages and beverages preparations', 'Beverages', 'Waters', 'Spring waters', 'Mineral waters', 'Natural mineral waters']",['Green Dot']
553179,1.5,sainsbury's,[],[],1.0,A,,A,False,True,yes,362.0,6.5,1.25,60.0,1.25,9.5,11.0,0.025,,0.0,kg,"['Plant-based foods and beverages', 'Plant-based foods', 'Breakfasts', 'Cereals and potatoes', 'Cereals and their products', 'Breakfast cereals', 'Flakes', 'Cereal flakes', 'Rolled flakes', 'Porridge', 'Rolled oats']",[]
4104420136540,500.0,alnatura,"['Gluten', 'Nuts']","['Milk', 'Nuts', 'Sesame seeds', 'Soybeans']",9.0,A,1.0,B,True,True,yes,380.0,8.5,1.5,58.0,1.3,9.9,13.0,0.04,,,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Breakfasts', 'Cereals and potatoes', 'Cereals and their products', 'Breakfast cereals', 'Purées', 'Porridge', 'Bouillies']","['Vegetarian', 'Organic', 'EU Organic', 'Vegan', 'de:Bio 7 Initiative', 'EG-Öko-Verordnung', 'DE-ÖKO-001', 'Made in Germany', 'The Vegan Society', 'de:Bio Label German', 'de:VEGAN SOCIETY VEGAN LOGO']"
3083681096880,58.0,bonduelle,[],[],3.0,A,3.0,A,True,True,yes,31.0,0.5,0.1,3.0,1.1,3.2,1.9,0.44,,,cl,"['Plant-based foods and beverages', 'Plant-based foods', 'Fruits and vegetables based foods', 'Legumes and their products', 'Vegetable-based foods and beverages', 'Canned foods', 'Legumes', 'Vegetables based foods', 'Canned plant-based foods', 'Vegetables', 'Canned vegetables', 'Green beans', 'Prepared vegetables', 'Canned legumes', 'Cooked vegetables', 'Canned green beans', 'Cooked French beans', 'Vegetables - Prepared/Processed (Shelf Stable)']","['Vegetarian', 'Organic', 'EU Organic', 'Vegan', 'Nutriscore', 'Nutriscore Grade A', 'AB Agriculture Biologique']"
3564700004616,480.0,marque repère,[],[],4.0,A,1.0,A,True,True,yes,19.0,0.5,0.0,4.5,3.0,1.3,1.4,0.1,,,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Fruits and vegetables based foods', 'Canned foods', 'Vegetables based foods', 'Canned plant-based foods', 'Vegetables', 'Canned vegetables', 'Tomatoes and their products', 'Tomatoes', 'Canned tomatoes', 'Peeled tomatoes', 'fr:tomates-entieres-pelees-au-jus']",[]
3560071139346,660.0,carrefour bio,['fr:neant'],['fr:neant'],3.0,A,3.0,A,True,True,yes,28.0,0.0,0.0,3.0,0.5,3.2,1.7,0.55,,,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Fruits and vegetables based foods', 'Legumes and their products', 'Vegetable-based foods and beverages', 'Canned foods', 'Legumes', 'Vegetables based foods', 'Canned plant-based foods', 'Vegetables', 'Canned vegetables', 'Green beans', 'Canned legumes', 'Canned green beans']","['Organic', 'EU Organic', 'BE-BIO-01', 'EU Agriculture', 'FR-BIO-01', 'French agriculture', 'Grown in France', 'Made in France', 'Nutriscore', 'Nutriscore Grade A', 'AB Agriculture Biologique', 'fr:Origine France', 'Triman']"
3255691008324,400.0,rochefontaine,[],[],5.0,A,3.0,A,True,True,yes,20.0,0.0,0.0,3.0,1.0,5.0,2.0,0.6,,85.3211009174312,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Fruits and vegetables based foods', 'Vegetable-based foods and beverages', 'Canned foods', 'Vegetables based foods', 'Canned plant-based foods', 'Fresh foods', 'Vegetables', 'Fresh plant-based foods', 'Canned palm hearts', 'Hearts of palm']","['Organic', 'EU Organic', 'No preservatives', 'Non-EU Agriculture', 'Source of fibre', 'EC-BIO-141', 'High fibres', 'Nutriscore', 'AB Agriculture Biologique', 'fr:Entreprise française', 'fr:Marque française', 'fr:PME familiale', 'fr:PME française']"
3256225454969,312.0,u,['Fish'],[],5.0,A,3.0,D,True,False,no,98.0,0.7,0.2,0.5,0.5,0.5,23.0,1.0,,0.0,g,"['Seafood', 'Fishes and their products', 'Canned foods', 'Fishes', 'Fatty fishes', 'Canned fishes', 'Tunas', 'Canned tunas', 'Tropical tunas', 'Skipjack tuna', 'Tunas in brine']","['Sustainable', 'Fishing method', 'Sustainable fishery', 'Sustainable fishing method', 'Angled fish', 'Fishing of a well-managed species', 'Green Dot', 'Nutriscore', 'Nutriscore Grade B', 'Triman']"
8480000213631,500.0,hacendado,[],[],,A,,B,,,,35.0,0.1,0.0,4.4,4.4,,4.3,0.13,,,g,"['Dairies', 'Fermented foods', 'Fermented milk products', 'Desserts', 'Dairy desserts', 'Fermented dairy desserts', 'Yogurts', 'Flavoured fermented dairy desserts', 'Flavoured yogurts']",[]
3534290010007,1.25,plancoët,[],[],2.0,A,4.0,,True,True,yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,,,l,"['Beverages', 'Carbonated drinks', 'Waters', 'Spring waters', 'Mineral waters', 'Unsweetened beverages', 'Carbonated waters']",['Produced in Brittany']
3564700719756,4.0,marque repère,[],[],5.0,A,4.0,A,True,True,yes,56.0,0.5,0.0,13.0,11.0,2.1,0.5,0.0,,,x,"['Plant-based foods and beverages', 'Plant-based foods', 'Fruits and vegetables based foods', 'Desserts', 'Fruits based foods', 'Compotes', 'Apple compotes']","['Low or no sugar', 'No added sugar']"
8076802795019,1.0,barilla,[],[],4.0,A,,A,False,True,yes,345.0,1.7,0.4,69.9,0.2,2.9,11.0,0.0,,,kg,"['Plant-based foods and beverages', 'Plant-based foods', 'Cereals and potatoes', 'Cereals and their products', 'Flours', 'Cereal flours', 'Wheat flours', 'it:farina lavorata']",[]
5000169632727,750.0,essential waitrose,['Gluten'],[],18.0,A,4.0,E,True,True,yes,361.0,1.7,0.4,69.6,10.6,10.9,11.3,0.42,,,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Breakfasts', 'Cereals and potatoes', 'Cereals and their products', 'Breakfast cereals', 'Extruded cereals']",[]
3564707160278,200.0,bio village,[],[],1.0,A,1.0,A,True,True,yes,89.0,0.6,0.1,14.0,14.0,4.4,4.7,0.09,,,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Fruits and vegetables based foods', 'Vegetables based foods', 'Frozen foods', 'Tomatoes and their products', 'Double concentrate tomato paste', 'Tomato pastes']","['Organic', 'EU Organic', 'IT-BIO-009', 'Made in Italy', 'Nutriscore', 'Nutriscore Grade A', 'AB Agriculture Biologique']"
5013635312108,400.0,ktc,[],[],4.0,A,1.0,A,True,True,yes,16.0,0.1,0.0,3.0,2.8,0.7,1.0,0.0875,,,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Fruits and vegetables based foods', 'Canned foods', 'Vegetables based foods', 'Canned plant-based foods', 'Vegetables', 'Canned vegetables', 'Tomatoes and their products', 'Tomatoes', 'Canned tomatoes']",['Vegetarian']
3560070929290,90.0,carrefour,[],[],4.0,A,3.0,A,True,True,yes,65.0,0.6,0.2,15.0,15.0,1.3,0.0,0.0,,,g,"['Plant-based foods and beverages', 'Plant-based foods', 'Fruits and vegetables based foods', 'Desserts', 'Frozen foods', 'Fruits based foods', 'Fruits', 'Compotes', 'Apple compotes', 'Compotes to drink', 'Light compotes']","['Low or no sugar', 'Low sugar', 'No preservatives', 'Reduced sugar', 'Green Dot', 'Made in France', 'No colorings', 'Nutriscore', 'Nutriscore Grade A']"
21115196,,,['Gluten'],[],14.0,A,3.0,,True,True,yes,358.0,2.0,0.6,68.0,4.4,10.0,12.0,0.28,,,,"['Plant-based foods and beverages', 'Plant-based foods', 'Cereals and potatoes', 'Cereals and their products']",['No artificial colors']
